REF_DATE,GEO,Age group,Sex,BMI,Number_of_Persons
2004,New Brunswick,"Total, 18 years and over",Females,Overweight,90000
2004,New Brunswick,"Total, 18 years and over",Females,Obese,79800
2004,New Brunswick,"Total, 18 years and over",Females,Obese Class I,38400
2004,New Brunswick,"Total, 18 years and over",Females,Obese Class II,19300
2004,New Brunswick,18 to 34 years,Both sexes,Total Population,149000
2004,New Brunswick,18 to 34 years,Both sexes,Normal Weight,77100
2004,New Brunswick,18 to 34 years,Both sexes,Overweight,41700
2004,New Brunswick,18 to 34 years,Both sexes,Obese,28300
2004,New Brunswick,18 to 34 years,Males,Total Population,81900
2004,New Brunswick,18 to 34 years,Males,Normal Weight,37500
2004,New Brunswick,18 to 34 years,Males,Overweight,29400
2004,New Brunswick,18 to 34 years,Females,Total Population,67100
2004,New Brunswick,18 to 34 years,Females,Normal Weight,39600
2004,New Brunswick,18 to 34 years,Females,Overweight,12300
2004,New Brunswick,18 to 34 years,Females,Obese,13800
2004,New Brunswick,18 to 24 years,Both sexes,Total Population,58000
2004,New Brunswick,18 to 24 years,Both sexes,Normal Weight,32500
2004,New Brunswick,18 to 24 years,Both sexes,Overweight,19300
2004,New Brunswick,18 to 24 years,Males,Total Population,31300
2004,New Brunswick,18 to 24 years,Females,Total Population,26600
2004,New Brunswick,18 to 24 years,Females,Normal Weight,18200
2004,New Brunswick,18 to 19 years,Both sexes,Total Population,15700
2004,New Brunswick,18 to 19 years,Both sexes,Normal Weight,8400
2004,New Brunswick,18 to 19 years,Females,Total Population,8300
2004,New Brunswick,20 to 24 years,Both sexes,Total Population,42300
2004,New Brunswick,20 to 24 years,Both sexes,Normal Weight,24100
2004,New Brunswick,20 to 24 years,Females,Total Population,18400
2004,New Brunswick,25 to 34 years,Both sexes,Total Population,91100
2004,New Brunswick,25 to 34 years,Both sexes,Normal Weight,44600
2004,New Brunswick,25 to 34 years,Both sexes,Obese,23000
2004,New Brunswick,25 to 34 years,Males,Total Population,50600
2004,New Brunswick,25 to 34 years,Females,Total Population,40500
2004,New Brunswick,25 to 34 years,Females,Normal Weight,21300
2004,New Brunswick,35 to 44 years,Both sexes,Total Population,101000
2004,New Brunswick,35 to 44 years,Both sexes,Normal Weight,37900
2004,New Brunswick,35 to 44 years,Both sexes,Overweight,31500
2004,New Brunswick,35 to 44 years,Males,Total Population,41100
2004,New Brunswick,35 to 44 years,Females,Total Population,60000
2004,New Brunswick,45 to 64 years,Both sexes,Total Population,224500
2004,New Brunswick,45 to 64 years,Both sexes,Normal Weight,49100
2004,New Brunswick,45 to 64 years,Both sexes,Overweight,87900
2004,New Brunswick,45 to 64 years,Both sexes,Obese,86600
2004,New Brunswick,45 to 64 years,Both sexes,Obese Class I,55200
2004,New Brunswick,45 to 64 years,Males,Total Population,119400
2004,New Brunswick,45 to 64 years,Males,Normal Weight,14100
2004,New Brunswick,45 to 64 years,Males,Overweight,53900
2004,New Brunswick,45 to 64 years,Males,Obese,50600
2004,New Brunswick,45 to 64 years,Males,Obese Class I,38800
2004,New Brunswick,45 to 64 years,Females,Total Population,105100
2004,New Brunswick,45 to 64 years,Females,Normal Weight,35100
2004,New Brunswick,45 to 64 years,Females,Overweight,34100
2004,New Brunswick,45 to 64 years,Females,Obese,36000
2004,New Brunswick,45 to 64 years,Females,Obese Class I,16400
2004,New Brunswick,45 to 54 years,Both sexes,Total Population,135400
2004,New Brunswick,45 to 54 years,Both sexes,Normal Weight,32400
2004,New Brunswick,45 to 54 years,Both sexes,Overweight,51400
2004,New Brunswick,45 to 54 years,Both sexes,Obese,51700
2004,New Brunswick,45 to 54 years,Both sexes,Obese Class I,39600
2004,New Brunswick,45 to 54 years,Males,Total Population,75400
2004,New Brunswick,45 to 54 years,Males,Overweight,34600
2004,New Brunswick,45 to 54 years,Males,Obese,33000
2004,New Brunswick,45 to 54 years,Males,Obese Class I,29000
2004,New Brunswick,45 to 54 years,Females,Total Population,60000
2004,New Brunswick,45 to 54 years,Females,Normal Weight,24700
2004,New Brunswick,45 to 54 years,Females,Overweight,16700
2004,New Brunswick,45 to 54 years,Females,Obese,18600
2004,New Brunswick,45 to 54 years,Females,Obese Class I,10600
2004,New Brunswick,55 to 64 years,Both sexes,Total Population,89100
2004,New Brunswick,55 to 64 years,Both sexes,Normal Weight,16700
2004,New Brunswick,55 to 64 years,Both sexes,Overweight,36600
2004,New Brunswick,55 to 64 years,Both sexes,Obese,34900
2004,New Brunswick,55 to 64 years,Both sexes,Obese Class I,15600
2004,New Brunswick,55 to 64 years,Males,Total Population,44000
2004,New Brunswick,55 to 64 years,Males,Overweight,19300
2004,New Brunswick,55 to 64 years,Males,Obese,17500
2004,New Brunswick,55 to 64 years,Females,Total Population,45100
2004,New Brunswick,55 to 64 years,Females,Normal Weight,10400
2004,New Brunswick,55 to 64 years,Females,Overweight,17300
2004,New Brunswick,55 to 64 years,Females,Obese,17400
2004,New Brunswick,65 years and over,Both sexes,Total Population,95100
2004,New Brunswick,65 years and over,Both sexes,Normal Weight,33600
2004,New Brunswick,65 years and over,Both sexes,Overweight,39700
2004,New Brunswick,65 years and over,Both sexes,Obese,19700
2004,New Brunswick,65 years and over,Both sexes,Obese Class I,11600
2004,New Brunswick,65 years and over,Males,Total Population,38000
2004,New Brunswick,65 years and over,Males,Normal Weight,14600
2004,New Brunswick,65 years and over,Males,Overweight,15500
2004,New Brunswick,65 years and over,Females,Total Population,57000
2004,New Brunswick,65 years and over,Females,Normal Weight,19000
2004,New Brunswick,65 years and over,Females,Overweight,24200
2004,New Brunswick,65 years and over,Females,Obese,11800
2004,New Brunswick,65 years and over,Females,Obese Class I,8300
2004,New Brunswick,65 to 74 years,Both sexes,Total Population,49600
2004,New Brunswick,65 to 74 years,Both sexes,Normal Weight,14600
2004,New Brunswick,65 to 74 years,Both sexes,Overweight,22400
2004,New Brunswick,65 to 74 years,Both sexes,Obese,12600
2004,New Brunswick,65 to 74 years,Males,Total Population,20000
2004,New Brunswick,65 to 74 years,Females,Total Population,29600
2004,New Brunswick,65 to 74 years,Females,Overweight,12700
2004,New Brunswick,65 to 74 years,Females,Obese,6200
2004,New Brunswick,75 years and over,Both sexes,Total Population,45500
2004,New Brunswick,75 years and over,Both sexes,Normal Weight,19000
2004,New Brunswick,75 years and over,Both sexes,Overweight,17400
2004,New Brunswick,75 years and over,Females,Total Population,27400
2004,New Brunswick,75 years and over,Females,Overweight,11500
2004,Quebec,"Total, 18 years and over",Both sexes,Total Population,5820400
2004,Quebec,"Total, 18 years and over",Both sexes,Underweight,128300
2004,Quebec,"Total, 18 years and over",Both sexes,Normal Weight,2414900
2004,Quebec,"Total, 18 years and over",Both sexes,Overweight,2008500
2004,Quebec,"Total, 18 years and over",Both sexes,Obese,1268800
2004,Quebec,"Total, 18 years and over",Both sexes,Obese Class I,853300
2004,Quebec,"Total, 18 years and over",Both sexes,Obese Class II,235100
2004,Quebec,"Total, 18 years and over",Both sexes,Obese Class III,180400
2004,Quebec,"Total, 18 years and over",Males,Total Population,2868400
2004,Quebec,"Total, 18 years and over",Males,Normal Weight,1040200
2004,Quebec,"Total, 18 years and over",Males,Overweight,1181600
2004,Quebec,"Total, 18 years and over",Males,Obese,598200
2004,Quebec,"Total, 18 years and over",Males,Obese Class I,477300
2004,Quebec,"Total, 18 years and over",Females,Total Population,2952000
2004,Quebec,"Total, 18 years and over",Females,Underweight,79900
2004,Quebec,"Total, 18 years and over",Females,Normal Weight,1374600
2004,Quebec,"Total, 18 years and over",Females,Overweight,826900
2004,Quebec,"Total, 18 years and over",Females,Obese,670500
2004,Quebec,"Total, 18 years and over",Females,Obese Class I,375900
2004,Quebec,"Total, 18 years and over",Females,Obese Class II,149400
2004,Quebec,"Total, 18 years and over",Females,Obese Class III,145200
2004,Quebec,18 to 34 years,Both sexes,Total Population,1644700
2004,Quebec,18 to 34 years,Both sexes,Underweight,61800
2004,Quebec,18 to 34 years,Both sexes,Normal Weight,850800
2004,Quebec,18 to 34 years,Both sexes,Overweight,453500
2004,Quebec,18 to 34 years,Both sexes,Obese,278600
2004,Quebec,18 to 34 years,Both sexes,Obese Class I,218900
2004,Quebec,18 to 34 years,Males,Total Population,859900
2004,Quebec,18 to 34 years,Males,Normal Weight,386400
2004,Quebec,18 to 34 years,Males,Overweight,293800
2004,Quebec,18 to 34 years,Females,Total Population,784900
2004,Quebec,18 to 34 years,Females,Normal Weight,464500
2004,Quebec,18 to 34 years,Females,Overweight,159600
2004,Quebec,18 to 34 years,Females,Obese,120900
2004,Quebec,18 to 34 years,Females,Obese Class I,73100
2004,Quebec,18 to 24 years,Both sexes,Total Population,775400
2004,Quebec,18 to 24 years,Both sexes,Normal Weight,482700
2004,Quebec,18 to 24 years,Both sexes,Overweight,197800
2004,Quebec,18 to 24 years,Both sexes,Obese,52000
2004,Quebec,18 to 24 years,Both sexes,Obese Class I,38200
2004,Quebec,18 to 24 years,Males,Total Population,422400
2004,Quebec,18 to 24 years,Males,Normal Weight,282100
2004,Quebec,18 to 24 years,Males,Overweight,119300
2004,Quebec,18 to 24 years,Females,Total Population,353000
2004,Quebec,18 to 24 years,Females,Normal Weight,200600
2004,Quebec,18 to 24 years,Females,Overweight,78400
2004,Quebec,18 to 24 years,Females,Obese,42500
2004,Quebec,18 to 19 years,Both sexes,Total Population,207000
2004,Quebec,18 to 19 years,Both sexes,Normal Weight,120800
2004,Quebec,18 to 19 years,Males,Total Population,104900
2004,Quebec,18 to 19 years,Females,Total Population,102100
2004,Quebec,18 to 19 years,Females,Normal Weight,57600
2004,Quebec,20 to 24 years,Both sexes,Total Population,568300
2004,Quebec,20 to 24 years,Both sexes,Normal Weight,361900
2004,Quebec,20 to 24 years,Both sexes,Overweight,149100
2004,Quebec,20 to 24 years,Males,Total Population,317500
2004,Quebec,20 to 24 years,Males,Normal Weight,218800
2004,Quebec,20 to 24 years,Males,Overweight,90500
2004,Quebec,20 to 24 years,Females,Total Population,250900
2004,Quebec,20 to 24 years,Females,Normal Weight,143100
2004,Quebec,20 to 24 years,Females,Overweight,58600
2004,Quebec,25 to 34 years,Both sexes,Total Population,869400
2004,Quebec,25 to 34 years,Both sexes,Normal Weight,368100
2004,Quebec,25 to 34 years,Both sexes,Overweight,255700
2004,Quebec,25 to 34 years,Both sexes,Obese,226500
2004,Quebec,25 to 34 years,Both sexes,Obese Class I,180600
2004,Quebec,25 to 34 years,Males,Total Population,437500
2004,Quebec,25 to 34 years,Males,Normal Weight,104300
2004,Quebec,25 to 34 years,Males,Overweight,174500
2004,Quebec,25 to 34 years,Females,Total Population,431900
2004,Quebec,25 to 34 years,Females,Normal Weight,263800
2004,Quebec,25 to 34 years,Females,Obese,78400
2004,Quebec,35 to 44 years,Both sexes,Total Population,1118700
2004,Quebec,35 to 44 years,Both sexes,Normal Weight,497200
2004,Quebec,35 to 44 years,Both sexes,Overweight,373800
2004,Quebec,35 to 44 years,Both sexes,Obese,233000
2004,Quebec,35 to 44 years,Males,Total Population,574000
2004,Quebec,35 to 44 years,Males,Normal Weight,242200
2004,Quebec,35 to 44 years,Males,Overweight,215000
2004,Quebec,35 to 44 years,Females,Total Population,544800
2004,Quebec,35 to 44 years,Females,Normal Weight,255000
2004,Quebec,35 to 44 years,Females,Overweight,158800
2004,Quebec,35 to 44 years,Females,Obese,129500
2004,Quebec,45 to 64 years,Both sexes,Total Population,2136000
2004,Quebec,45 to 64 years,Both sexes,Normal Weight,795000
2004,Quebec,45 to 64 years,Both sexes,Overweight,776900
2004,Quebec,45 to 64 years,Both sexes,Obese,546600
2004,Quebec,45 to 64 years,Both sexes,Obese Class I,365400
2004,Quebec,45 to 64 years,Both sexes,Obese Class II,81700
2004,Quebec,45 to 64 years,Males,Total Population,1014200
2004,Quebec,45 to 64 years,Males,Normal Weight,329200
2004,Quebec,45 to 64 years,Males,Overweight,417600
2004,Quebec,45 to 64 years,Males,Obese,262800
2004,Quebec,45 to 64 years,Males,Obese Class I,220700
2004,Quebec,45 to 64 years,Females,Total Population,1121800
2004,Quebec,45 to 64 years,Females,Normal Weight,465800
2004,Quebec,45 to 64 years,Females,Overweight,359300
2004,Quebec,45 to 64 years,Females,Obese,283800
2004,Quebec,45 to 64 years,Females,Obese Class I,144700
2004,Quebec,45 to 54 years,Both sexes,Total Population,1265400
2004,Quebec,45 to 54 years,Both sexes,Normal Weight,525100
2004,Quebec,45 to 54 years,Both sexes,Overweight,422000
2004,Quebec,45 to 54 years,Both sexes,Obese,310700
2004,Quebec,45 to 54 years,Both sexes,Obese Class I,208000
2004,Quebec,45 to 54 years,Males,Total Population,615600
2004,Quebec,45 to 54 years,Males,Normal Weight,243600
2004,Quebec,45 to 54 years,Males,Overweight,235600
2004,Quebec,45 to 54 years,Males,Obese,133700
2004,Quebec,45 to 54 years,Males,Obese Class I,121000
2004,Quebec,45 to 54 years,Females,Total Population,649800
2004,Quebec,45 to 54 years,Females,Normal Weight,281500
2004,Quebec,45 to 54 years,Females,Overweight,186400
2004,Quebec,45 to 54 years,Females,Obese,177000
2004,Quebec,55 to 64 years,Both sexes,Total Population,870600
2004,Quebec,55 to 64 years,Both sexes,Normal Weight,269900
2004,Quebec,55 to 64 years,Both sexes,Overweight,354900
2004,Quebec,55 to 64 years,Both sexes,Obese,236000
2004,Quebec,55 to 64 years,Both sexes,Obese Class I,157400
2004,Quebec,55 to 64 years,Both sexes,Obese Class II,50700
2004,Quebec,55 to 64 years,Males,Total Population,398700
2004,Quebec,55 to 64 years,Males,Normal Weight,85600
2004,Quebec,55 to 64 years,Males,Overweight,182100
2004,Quebec,55 to 64 years,Males,Obese,129100
2004,Quebec,55 to 64 years,Males,Obese Class I,99700
2004,Quebec,55 to 64 years,Females,Total Population,471900
2004,Quebec,55 to 64 years,Females,Normal Weight,184300
2004,Quebec,55 to 64 years,Females,Overweight,172800
2004,Quebec,55 to 64 years,Females,Obese,106800
2004,Quebec,55 to 64 years,Females,Obese Class I,57700
2004,Quebec,65 years and over,Both sexes,Total Population,920900
2004,Quebec,65 years and over,Both sexes,Normal Weight,271800
2004,Quebec,65 years and over,Both sexes,Overweight,404300
2004,Quebec,65 years and over,Both sexes,Obese,210500
2004,Quebec,65 years and over,Both sexes,Obese Class I,147900
2004,Quebec,65 years and over,Males,Total Population,420300
2004,Quebec,65 years and over,Males,Normal Weight,82500
2004,Quebec,65 years and over,Males,Overweight,255100
2004,Quebec,65 years and over,Males,Obese,74200
2004,Quebec,65 years and over,Males,Obese Class I,64300
2004,Quebec,65 years and over,Females,Total Population,500600
2004,Quebec,65 years and over,Females,Normal Weight,189300
2004,Quebec,65 years and over,Females,Overweight,149300
2004,Quebec,65 years and over,Females,Obese,136300
2004,Quebec,65 years and over,Females,Obese Class I,83600
2004,Quebec,65 to 74 years,Both sexes,Total Population,529200
2004,Quebec,65 to 74 years,Both sexes,Normal Weight,151400
2004,Quebec,65 to 74 years,Both sexes,Overweight,256900
2004,Quebec,65 to 74 years,Both sexes,Obese,102300
2004,Quebec,65 to 74 years,Both sexes,Obese Class I,79700
2004,Quebec,65 to 74 years,Males,Total Population,275900
2004,Quebec,65 to 74 years,Males,Normal Weight,63200
2004,Quebec,65 to 74 years,Males,Overweight,168300
2004,Quebec,65 to 74 years,Males,Obese,40100
2004,Quebec,65 to 74 years,Females,Total Population,253300
2004,Quebec,65 to 74 years,Females,Normal Weight,88200
2004,Quebec,65 to 74 years,Females,Overweight,88600
2004,Quebec,65 to 74 years,Females,Obese,62200
2004,Quebec,65 to 74 years,Females,Obese Class I,49600
2004,Quebec,75 years and over,Both sexes,Total Population,391700
2004,Quebec,75 years and over,Both sexes,Normal Weight,120400
2004,Quebec,75 years and over,Both sexes,Overweight,147400
2004,Quebec,75 years and over,Both sexes,Obese,108200
2004,Quebec,75 years and over,Both sexes,Obese Class I,68100
2004,Quebec,75 years and over,Males,Total Population,144400
2004,Quebec,75 years and over,Males,Overweight,86800
2004,Quebec,75 years and over,Females,Total Population,247300
2004,Quebec,75 years and over,Females,Normal Weight,101200
2004,Quebec,75 years and over,Females,Overweight,60600
2004,Quebec,75 years and over,Females,Obese,74100
2004,Quebec,75 years and over,Females,Obese Class I,34000
2004,Ontario,"Total, 18 years and over",Both sexes,Total Population,9303600
2004,Ontario,"Total, 18 years and over",Both sexes,Underweight,214400
2004,Ontario,"Total, 18 years and over",Both sexes,Normal Weight,3638900
2004,Ontario,"Total, 18 years and over",Both sexes,Overweight,3340400
2004,Ontario,"Total, 18 years and over",Both sexes,Obese,2109800
2004,Ontario,"Total, 18 years and over",Both sexes,Obese Class I,1455900
2004,Ontario,"Total, 18 years and over",Both sexes,Obese Class II,458800
2004,Ontario,"Total, 18 years and over",Both sexes,Obese Class III,195200
2004,Ontario,"Total, 18 years and over",Males,Total Population,4595000
2004,Ontario,"Total, 18 years and over",Males,Normal Weight,1590600
2004,Ontario,"Total, 18 years and over",Males,Overweight,1881700
2004,Ontario,"Total, 18 years and over",Males,Obese,1055000
2004,Ontario,"Total, 18 years and over",Males,Obese Class I,770400
2004,Ontario,"Total, 18 years and over",Males,Obese Class II,225700
2004,Ontario,"Total, 18 years and over",Males,Obese Class III,58900
2004,Ontario,"Total, 18 years and over",Females,Total Population,4708500
2004,Ontario,"Total, 18 years and over",Females,Underweight,146700
2004,Ontario,"Total, 18 years and over",Females,Normal Weight,2048400
2004,Ontario,"Total, 18 years and over",Females,Overweight,1458800
2004,Ontario,"Total, 18 years and over",Females,Obese,1054800
2004,Ontario,"Total, 18 years and over",Females,Obese Class I,685400
2004,Ontario,"Total, 18 years and over",Females,Obese Class II,233100
2004,Ontario,"Total, 18 years and over",Females,Obese Class III,136200
2004,Ontario,18 to 34 years,Both sexes,Total Population,2696400
2004,Ontario,18 to 34 years,Both sexes,Underweight,111800
2004,Ontario,18 to 34 years,Both sexes,Normal Weight,1419700
2004,Ontario,18 to 34 years,Both sexes,Overweight,746600
2004,Ontario,18 to 34 years,Both sexes,Obese,418400
2004,Ontario,18 to 34 years,Both sexes,Obese Class I,291100
2004,Ontario,18 to 34 years,Males,Total Population,1356300
2004,Ontario,18 to 34 years,Males,Normal Weight,707900
2004,Ontario,18 to 34 years,Males,Overweight,380900
2004,Ontario,18 to 34 years,Males,Obese,256100
2004,Ontario,18 to 34 years,Males,Obese Class I,199700
2004,Ontario,18 to 34 years,Females,Total Population,1340100
2004,Ontario,18 to 34 years,Females,Normal Weight,711800
2004,Ontario,18 to 34 years,Females,Overweight,365700
2004,Ontario,18 to 34 years,Females,Obese,162200
2004,Ontario,18 to 34 years,Females,Obese Class I,91400
2004,Ontario,18 to 24 years,Both sexes,Total Population,1228800
2004,Ontario,18 to 24 years,Both sexes,Underweight,46600
2004,Ontario,18 to 24 years,Both sexes,Normal Weight,773100
2004,Ontario,18 to 24 years,Both sexes,Overweight,257300
2004,Ontario,18 to 24 years,Both sexes,Obese,151800
2004,Ontario,18 to 24 years,Both sexes,Obese Class I,112800
2004,Ontario,18 to 24 years,Males,Total Population,663500
2004,Ontario,18 to 24 years,Males,Normal Weight,435400
2004,Ontario,18 to 24 years,Males,Overweight,124100
2004,Ontario,18 to 24 years,Females,Total Population,565200
2004,Ontario,18 to 24 years,Females,Normal Weight,337600
2004,Ontario,18 to 24 years,Females,Overweight,133200
2004,Ontario,18 to 19 years,Both sexes,Total Population,340200
2004,Ontario,18 to 19 years,Both sexes,Normal Weight,222400
2004,Ontario,18 to 19 years,Both sexes,Overweight,61100
2004,Ontario,18 to 19 years,Both sexes,Obese,34500
2004,Ontario,18 to 19 years,Both sexes,Obese Class I,28700
2004,Ontario,18 to 19 years,Males,Total Population,153600
2004,Ontario,18 to 19 years,Males,Normal Weight,111700
2004,Ontario,18 to 19 years,Females,Total Population,186500
2004,Ontario,18 to 19 years,Females,Normal Weight,110600
2004,Ontario,18 to 19 years,Females,Overweight,45600
2004,Ontario,20 to 24 years,Both sexes,Total Population,888600
2004,Ontario,20 to 24 years,Both sexes,Normal Weight,550700
2004,Ontario,20 to 24 years,Both sexes,Overweight,196300
2004,Ontario,20 to 24 years,Both sexes,Obese,117200
2004,Ontario,20 to 24 years,Males,Total Population,509900
2004,Ontario,20 to 24 years,Males,Normal Weight,323700
2004,Ontario,20 to 24 years,Males,Overweight,108700
2004,Ontario,20 to 24 years,Females,Total Population,378700
2004,Ontario,20 to 24 years,Females,Normal Weight,227000
2004,Ontario,20 to 24 years,Females,Overweight,87600
2004,Ontario,25 to 34 years,Both sexes,Total Population,1467600
2004,Ontario,25 to 34 years,Both sexes,Normal Weight,646600
2004,Ontario,25 to 34 years,Both sexes,Overweight,489300
2004,Ontario,25 to 34 years,Both sexes,Obese,266600
2004,Ontario,25 to 34 years,Both sexes,Obese Class I,178300
2004,Ontario,25 to 34 years,Males,Total Population,692700
2004,Ontario,25 to 34 years,Males,Normal Weight,272400
2004,Ontario,25 to 34 years,Males,Overweight,256700
2004,Ontario,25 to 34 years,Males,Obese,163400
2004,Ontario,25 to 34 years,Males,Obese Class I,122500
2004,Ontario,25 to 34 years,Females,Total Population,774900
2004,Ontario,25 to 34 years,Females,Normal Weight,374100
2004,Ontario,25 to 34 years,Females,Overweight,232500
2004,Ontario,25 to 34 years,Females,Obese,103200
2004,Ontario,25 to 34 years,Females,Obese Class I,55800
2004,Ontario,35 to 44 years,Both sexes,Total Population,2098200
2004,Ontario,35 to 44 years,Both sexes,Normal Weight,876100
2004,Ontario,35 to 44 years,Both sexes,Overweight,793500
2004,Ontario,35 to 44 years,Both sexes,Obese,359300
2004,Ontario,35 to 44 years,Both sexes,Obese Class I,228500
2004,Ontario,35 to 44 years,Males,Total Population,1041700
2004,Ontario,35 to 44 years,Males,Normal Weight,306400
2004,Ontario,35 to 44 years,Males,Overweight,514300
2004,Ontario,35 to 44 years,Males,Obese,172900
2004,Ontario,35 to 44 years,Males,Obese Class I,114000
2004,Ontario,35 to 44 years,Females,Total Population,1056500
2004,Ontario,35 to 44 years,Females,Normal Weight,569700
2004,Ontario,35 to 44 years,Females,Overweight,279200
2004,Ontario,35 to 44 years,Females,Obese,186400
2004,Ontario,35 to 44 years,Females,Obese Class I,114500
2004,Ontario,45 to 64 years,Both sexes,Total Population,3066600
2004,Ontario,45 to 64 years,Both sexes,Normal Weight,872100
2004,Ontario,45 to 64 years,Both sexes,Overweight,1195900
2004,Ontario,45 to 64 years,Both sexes,Obese,985500
2004,Ontario,45 to 64 years,Both sexes,Obese Class I,664000
2004,Ontario,45 to 64 years,Both sexes,Obese Class II,247800
2004,Ontario,45 to 64 years,Both sexes,Obese Class III,73700
2004,Ontario,45 to 64 years,Males,Total Population,1544000
2004,Ontario,45 to 64 years,Males,Normal Weight,398300
2004,Ontario,45 to 64 years,Males,Overweight,662100
2004,Ontario,45 to 64 years,Males,Obese,482000
2004,Ontario,45 to 64 years,Males,Obese Class I,337500
2004,Ontario,45 to 64 years,Females,Total Population,1522600
2004,Ontario,45 to 64 years,Females,Normal Weight,473800
2004,Ontario,45 to 64 years,Females,Overweight,533800
2004,Ontario,45 to 64 years,Females,Obese,503500
2004,Ontario,45 to 64 years,Females,Obese Class I,326500
2004,Ontario,45 to 64 years,Females,Obese Class II,132500
2004,Ontario,45 to 64 years,Females,Obese Class III,44500
2004,Ontario,45 to 54 years,Both sexes,Total Population,1891700
2004,Ontario,45 to 54 years,Both sexes,Normal Weight,512600
2004,Ontario,45 to 54 years,Both sexes,Overweight,771200
2004,Ontario,45 to 54 years,Both sexes,Obese,600200
2004,Ontario,45 to 54 years,Both sexes,Obese Class I,380800
2004,Ontario,45 to 54 years,Both sexes,Obese Class II,188000
2004,Ontario,45 to 54 years,Males,Total Population,960700
2004,Ontario,45 to 54 years,Males,Normal Weight,233700
2004,Ontario,45 to 54 years,Males,Overweight,410200
2004,Ontario,45 to 54 years,Males,Obese,316800
2004,Ontario,45 to 54 years,Males,Obese Class I,209300
2004,Ontario,45 to 54 years,Females,Total Population,931000
2004,Ontario,45 to 54 years,Females,Normal Weight,278900
2004,Ontario,45 to 54 years,Females,Overweight,361000
2004,Ontario,45 to 54 years,Females,Obese,283400
2004,Ontario,45 to 54 years,Females,Obese Class I,171600
2004,Ontario,45 to 54 years,Females,Obese Class II,93400
2004,Ontario,55 to 64 years,Both sexes,Total Population,1174900
2004,Ontario,55 to 64 years,Both sexes,Normal Weight,359500
2004,Ontario,55 to 64 years,Both sexes,Overweight,424700
2004,Ontario,55 to 64 years,Both sexes,Obese,385300
2004,Ontario,55 to 64 years,Both sexes,Obese Class I,283200
2004,Ontario,55 to 64 years,Both sexes,Obese Class II,59900
2004,Ontario,55 to 64 years,Males,Total Population,583300
2004,Ontario,55 to 64 years,Males,Normal Weight,164600
2004,Ontario,55 to 64 years,Males,Overweight,251900
2004,Ontario,55 to 64 years,Males,Obese,165300
2004,Ontario,55 to 64 years,Males,Obese Class I,128200
2004,Ontario,55 to 64 years,Females,Total Population,591600
2004,Ontario,55 to 64 years,Females,Normal Weight,194900
2004,Ontario,55 to 64 years,Females,Overweight,172800
2004,Ontario,55 to 64 years,Females,Obese,220100
2004,Ontario,55 to 64 years,Females,Obese Class I,155000
2004,Ontario,65 years and over,Both sexes,Total Population,1442400
2004,Ontario,65 years and over,Both sexes,Underweight,20400
2004,Ontario,65 years and over,Both sexes,Normal Weight,471000
2004,Ontario,65 years and over,Both sexes,Overweight,604400
2004,Ontario,65 years and over,Both sexes,Obese,346600
2004,Ontario,65 years and over,Both sexes,Obese Class I,272200
2004,Ontario,65 years and over,Both sexes,Obese Class II,59200
2004,Ontario,65 years and over,Both sexes,Obese Class III,15200
2004,Ontario,65 years and over,Males,Total Population,653000
2004,Ontario,65 years and over,Males,Normal Weight,177900
2004,Ontario,65 years and over,Males,Overweight,324500
2004,Ontario,65 years and over,Males,Obese,144000
2004,Ontario,65 years and over,Males,Obese Class I,119200
2004,Ontario,65 years and over,Females,Total Population,789400
2004,Ontario,65 years and over,Females,Underweight,13700
2004,Ontario,65 years and over,Females,Normal Weight,293100
2004,Ontario,65 years and over,Females,Overweight,280000
2004,Ontario,65 years and over,Females,Obese,202600
2004,Ontario,65 years and over,Females,Obese Class I,153000
2004,Ontario,65 years and over,Females,Obese Class II,35900
2004,Ontario,65 years and over,Females,Obese Class III,13700
2004,Ontario,65 to 74 years,Both sexes,Total Population,779700
2004,Ontario,65 to 74 years,Both sexes,Normal Weight,241700
2004,Ontario,65 to 74 years,Both sexes,Overweight,332900
2004,Ontario,65 to 74 years,Both sexes,Obese,200800
2004,Ontario,65 to 74 years,Both sexes,Obese Class I,157500
2004,Ontario,65 to 74 years,Both sexes,Obese Class II,36700
2004,Ontario,65 to 74 years,Males,Total Population,405300
2004,Ontario,65 to 74 years,Males,Normal Weight,93800
2004,Ontario,65 to 74 years,Males,Overweight,206800
2004,Ontario,65 to 74 years,Males,Obese,101100
2004,Ontario,65 to 74 years,Males,Obese Class I,80500
2004,Ontario,65 to 74 years,Females,Total Population,374500
2004,Ontario,65 to 74 years,Females,Normal Weight,147900
2004,Ontario,65 to 74 years,Females,Overweight,126100
2004,Ontario,65 to 74 years,Females,Obese,99700
2004,Ontario,65 to 74 years,Females,Obese Class I,77000
2004,Ontario,75 years and over,Both sexes,Total Population,662700
2004,Ontario,75 years and over,Both sexes,Underweight,16000
2004,Ontario,75 years and over,Both sexes,Normal Weight,229300
2004,Ontario,75 years and over,Both sexes,Overweight,271500
2004,Ontario,75 years and over,Both sexes,Obese,145800
2004,Ontario,75 years and over,Both sexes,Obese Class I,114700
2004,Ontario,75 years and over,Both sexes,Obese Class II,22500
2004,Ontario,75 years and over,Males,Total Population,247800
2004,Ontario,75 years and over,Males,Normal Weight,84200
2004,Ontario,75 years and over,Males,Overweight,117600
2004,Ontario,75 years and over,Males,Obese,42900
