REF_DATE,GEO,Age group,Sex,BMI,Number_of_Persons
2004,Canada,"Total, 18 years and over",Both sexes,Total Population,23985100
2004,Canada,"Total, 18 years and over",Both sexes,Underweight,471300
2004,Canada,"Total, 18 years and over",Both sexes,Normal Weight,9328300
2004,Canada,"Total, 18 years and over",Both sexes,Overweight,8646800
2004,Canada,"Total, 18 years and over",Both sexes,Obese,5538700
2004,Canada,"Total, 18 years and over",Both sexes,Obese Class I,3656400
2004,Canada,"Total, 18 years and over",Both sexes,Obese Class II,1230900
2004,Canada,"Total, 18 years and over",Both sexes,Obese Class III,651300
2004,Canada,"Total, 18 years and over",Males,Total Population,11860900
2004,Canada,"Total, 18 years and over",Males,Underweight,169600
2004,Canada,"Total, 18 years and over",Males,Normal Weight,3985700
2004,Canada,"Total, 18 years and over",Males,Overweight,4983900
2004,Canada,"Total, 18 years and over",Males,Obese,2721800
2004,Canada,"Total, 18 years and over",Males,Obese Class I,1959100
2004,Canada,"Total, 18 years and over",Males,Obese Class II,568300
2004,Canada,"Total, 18 years and over",Males,Obese Class III,194500
2004,Canada,"Total, 18 years and over",Females,Total Population,12124100
2004,Canada,"Total, 18 years and over",Females,Underweight,301700
2004,Canada,"Total, 18 years and over",Females,Normal Weight,5342700
2004,Canada,"Total, 18 years and over",Females,Overweight,3662900
2004,Canada,"Total, 18 years and over",Females,Obese,2816900
2004,Canada,"Total, 18 years and over",Females,Obese Class I,1697300
2004,Canada,"Total, 18 years and over",Females,Obese Class II,662700
2004,Canada,"Total, 18 years and over",Females,Obese Class III,456900
2004,Canada,18 to 34 years,Both sexes,Total Population,6970200
2004,Canada,18 to 34 years,Both sexes,Underweight,236000
2004,Canada,18 to 34 years,Both sexes,Normal Weight,3549300
2004,Canada,18 to 34 years,Both sexes,Overweight,2041000
2004,Canada,18 to 34 years,Both sexes,Obese,1143900
2004,Canada,18 to 34 years,Both sexes,Obese Class I,777700
2004,Canada,18 to 34 years,Both sexes,Obese Class II,226300
2004,Canada,18 to 34 years,Both sexes,Obese Class III,139900
2004,Canada,18 to 34 years,Males,Total Population,3581100
2004,Canada,18 to 34 years,Males,Underweight,71800
2004,Canada,18 to 34 years,Males,Normal Weight,1656600
2004,Canada,18 to 34 years,Males,Overweight,1212200
2004,Canada,18 to 34 years,Males,Obese,640600
2004,Canada,18 to 34 years,Males,Obese Class I,501300
2004,Canada,18 to 34 years,Males,Obese Class II,87200
2004,Canada,18 to 34 years,Males,Obese Class III,52000
2004,Canada,18 to 34 years,Females,Total Population,3389100
2004,Canada,18 to 34 years,Females,Underweight,164200
2004,Canada,18 to 34 years,Females,Normal Weight,1892700
2004,Canada,18 to 34 years,Females,Overweight,828800
2004,Canada,18 to 34 years,Females,Obese,503300
2004,Canada,18 to 34 years,Females,Obese Class I,276400
2004,Canada,18 to 34 years,Females,Obese Class II,139000
2004,Canada,18 to 34 years,Females,Obese Class III,87900
2004,Canada,18 to 24 years,Both sexes,Total Population,3144100
2004,Canada,18 to 24 years,Both sexes,Underweight,140000
2004,Canada,18 to 24 years,Both sexes,Normal Weight,1866600
2004,Canada,18 to 24 years,Both sexes,Overweight,779800
2004,Canada,18 to 24 years,Both sexes,Obese,357700
2004,Canada,18 to 24 years,Both sexes,Obese Class I,234800
2004,Canada,18 to 24 years,Both sexes,Obese Class II,69000
2004,Canada,18 to 24 years,Males,Total Population,1681000
2004,Canada,18 to 24 years,Males,Underweight,59300
2004,Canada,18 to 24 years,Males,Normal Weight,987800
2004,Canada,18 to 24 years,Males,Overweight,453300
2004,Canada,18 to 24 years,Males,Obese,180700
2004,Canada,18 to 24 years,Males,Obese Class I,129900
2004,Canada,18 to 24 years,Females,Total Population,1463100
2004,Canada,18 to 24 years,Females,Underweight,80700
2004,Canada,18 to 24 years,Females,Normal Weight,878800
2004,Canada,18 to 24 years,Females,Overweight,326600
2004,Canada,18 to 24 years,Females,Obese,177000
2004,Canada,18 to 24 years,Females,Obese Class I,104900
2004,Canada,18 to 19 years,Both sexes,Total Population,884900
2004,Canada,18 to 19 years,Both sexes,Underweight,58100
2004,Canada,18 to 19 years,Both sexes,Normal Weight,556500
2004,Canada,18 to 19 years,Both sexes,Overweight,167900
2004,Canada,18 to 19 years,Both sexes,Obese,102400
2004,Canada,18 to 19 years,Both sexes,Obese Class I,68400
2004,Canada,18 to 19 years,Males,Total Population,442000
2004,Canada,18 to 19 years,Males,Underweight,27600
2004,Canada,18 to 19 years,Males,Normal Weight,292200
2004,Canada,18 to 19 years,Males,Overweight,76700
2004,Canada,18 to 19 years,Males,Obese,45400
2004,Canada,18 to 19 years,Males,Obese Class I,33200
2004,Canada,18 to 19 years,Females,Total Population,442900
2004,Canada,18 to 19 years,Females,Normal Weight,264300
2004,Canada,18 to 19 years,Females,Overweight,91200
2004,Canada,18 to 19 years,Females,Obese,57000
2004,Canada,18 to 19 years,Females,Obese Class I,35200
2004,Canada,20 to 24 years,Both sexes,Total Population,2259100
2004,Canada,20 to 24 years,Both sexes,Underweight,81900
2004,Canada,20 to 24 years,Both sexes,Normal Weight,1310100
2004,Canada,20 to 24 years,Both sexes,Overweight,611900
2004,Canada,20 to 24 years,Both sexes,Obese,255200
2004,Canada,20 to 24 years,Both sexes,Obese Class I,166300
2004,Canada,20 to 24 years,Males,Total Population,1239000
2004,Canada,20 to 24 years,Males,Normal Weight,695600
2004,Canada,20 to 24 years,Males,Overweight,376500
2004,Canada,20 to 24 years,Males,Obese,135200
2004,Canada,20 to 24 years,Males,Obese Class I,96700
2004,Canada,20 to 24 years,Females,Total Population,1020200
2004,Canada,20 to 24 years,Females,Normal Weight,614500
2004,Canada,20 to 24 years,Females,Overweight,235400
2004,Canada,20 to 24 years,Females,Obese,120000
2004,Canada,20 to 24 years,Females,Obese Class I,69700
2004,Canada,25 to 34 years,Both sexes,Total Population,3826200
2004,Canada,25 to 34 years,Both sexes,Normal Weight,1682800
2004,Canada,25 to 34 years,Both sexes,Overweight,1261200
2004,Canada,25 to 34 years,Both sexes,Obese,786200
2004,Canada,25 to 34 years,Both sexes,Obese Class I,542900
2004,Canada,25 to 34 years,Both sexes,Obese Class II,157200
2004,Canada,25 to 34 years,Both sexes,Obese Class III,86100
2004,Canada,25 to 34 years,Males,Total Population,1900100
2004,Canada,25 to 34 years,Males,Normal Weight,668800
2004,Canada,25 to 34 years,Males,Overweight,758900
2004,Canada,25 to 34 years,Males,Obese,459900
2004,Canada,25 to 34 years,Males,Obese Class I,371400
2004,Canada,25 to 34 years,Females,Total Population,1926100
2004,Canada,25 to 34 years,Females,Normal Weight,1013900
2004,Canada,25 to 34 years,Females,Overweight,502200
2004,Canada,25 to 34 years,Females,Obese,326400
2004,Canada,25 to 34 years,Females,Obese Class I,171500
2004,Canada,25 to 34 years,Females,Obese Class II,101700
2004,Canada,25 to 34 years,Females,Obese Class III,53200
2004,Canada,35 to 44 years,Both sexes,Total Population,5105800
2004,Canada,35 to 44 years,Both sexes,Underweight,112000
2004,Canada,35 to 44 years,Both sexes,Normal Weight,2104700
2004,Canada,35 to 44 years,Both sexes,Overweight,1846200
2004,Canada,35 to 44 years,Both sexes,Obese,1042900
2004,Canada,35 to 44 years,Both sexes,Obese Class I,611600
2004,Canada,35 to 44 years,Both sexes,Obese Class II,272600
2004,Canada,35 to 44 years,Both sexes,Obese Class III,158700
2004,Canada,35 to 44 years,Males,Total Population,2576500
2004,Canada,35 to 44 years,Males,Normal Weight,848000
2004,Canada,35 to 44 years,Males,Overweight,1147100
2004,Canada,35 to 44 years,Males,Obese,514200
2004,Canada,35 to 44 years,Males,Obese Class I,315200
2004,Canada,35 to 44 years,Males,Obese Class II,154900
2004,Canada,35 to 44 years,Females,Total Population,2529200
2004,Canada,35 to 44 years,Females,Normal Weight,1256700
2004,Canada,35 to 44 years,Females,Overweight,699000
2004,Canada,35 to 44 years,Females,Obese,528700
2004,Canada,35 to 44 years,Females,Obese Class I,296400
2004,Canada,35 to 44 years,Females,Obese Class II,117700
2004,Canada,35 to 44 years,Females,Obese Class III,114600
2004,Canada,45 to 64 years,Both sexes,Total Population,8138700
2004,Canada,45 to 64 years,Both sexes,Underweight,51400
2004,Canada,45 to 64 years,Both sexes,Normal Weight,2523600
2004,Canada,45 to 64 years,Both sexes,Overweight,3122100
2004,Canada,45 to 64 years,Both sexes,Obese,2441500
2004,Canada,45 to 64 years,Both sexes,Obese Class I,1604200
2004,Canada,45 to 64 years,Both sexes,Obese Class II,552800
2004,Canada,45 to 64 years,Both sexes,Obese Class III,284500
2004,Canada,45 to 64 years,Males,Total Population,3993000
2004,Canada,45 to 64 years,Males,Normal Weight,1045600
2004,Canada,45 to 64 years,Males,Overweight,1749100
2004,Canada,45 to 64 years,Males,Obese,1188100
2004,Canada,45 to 64 years,Males,Obese Class I,853300
2004,Canada,45 to 64 years,Males,Obese Class II,257600
2004,Canada,45 to 64 years,Males,Obese Class III,77200
2004,Canada,45 to 64 years,Females,Total Population,4145700
2004,Canada,45 to 64 years,Females,Underweight,41300
2004,Canada,45 to 64 years,Females,Normal Weight,1478000
2004,Canada,45 to 64 years,Females,Overweight,1373000
2004,Canada,45 to 64 years,Females,Obese,1253400
2004,Canada,45 to 64 years,Females,Obese Class I,751000
2004,Canada,45 to 64 years,Females,Obese Class II,295100
2004,Canada,45 to 64 years,Females,Obese Class III,207300
2004,Canada,45 to 54 years,Both sexes,Total Population,4797900
2004,Canada,45 to 54 years,Both sexes,Underweight,27700
2004,Canada,45 to 54 years,Both sexes,Normal Weight,1517900
2004,Canada,45 to 54 years,Both sexes,Overweight,1825600
2004,Canada,45 to 54 years,Both sexes,Obese,1426600
2004,Canada,45 to 54 years,Both sexes,Obese Class I,907400
2004,Canada,45 to 54 years,Both sexes,Obese Class II,357500
2004,Canada,45 to 54 years,Both sexes,Obese Class III,161800
2004,Canada,45 to 54 years,Males,Total Population,2370000
2004,Canada,45 to 54 years,Males,Normal Weight,654000
2004,Canada,45 to 54 years,Males,Overweight,1004800
2004,Canada,45 to 54 years,Males,Obese,707800
2004,Canada,45 to 54 years,Males,Obese Class I,497100
2004,Canada,45 to 54 years,Males,Obese Class II,174000
2004,Canada,45 to 54 years,Males,Obese Class III,36700
2004,Canada,45 to 54 years,Females,Total Population,2427900
2004,Canada,45 to 54 years,Females,Normal Weight,863900
2004,Canada,45 to 54 years,Females,Overweight,820800
2004,Canada,45 to 54 years,Females,Obese,718800
2004,Canada,45 to 54 years,Females,Obese Class I,410300
2004,Canada,45 to 54 years,Females,Obese Class II,183400
2004,Canada,45 to 54 years,Females,Obese Class III,125100
2004,Canada,55 to 64 years,Both sexes,Total Population,3340800
2004,Canada,55 to 64 years,Both sexes,Underweight,23700
2004,Canada,55 to 64 years,Both sexes,Normal Weight,1005600
2004,Canada,55 to 64 years,Both sexes,Overweight,1296500
2004,Canada,55 to 64 years,Both sexes,Obese,1014900
2004,Canada,55 to 64 years,Both sexes,Obese Class I,696900
2004,Canada,55 to 64 years,Both sexes,Obese Class II,195300
2004,Canada,55 to 64 years,Both sexes,Obese Class III,122700
2004,Canada,55 to 64 years,Males,Total Population,1623000
2004,Canada,55 to 64 years,Males,Normal Weight,391600
2004,Canada,55 to 64 years,Males,Overweight,744300
2004,Canada,55 to 64 years,Males,Obese,480300
2004,Canada,55 to 64 years,Males,Obese Class I,356200
2004,Canada,55 to 64 years,Males,Obese Class II,83600
2004,Canada,55 to 64 years,Females,Total Population,1717800
2004,Canada,55 to 64 years,Females,Normal Weight,614000
2004,Canada,55 to 64 years,Females,Overweight,552300
2004,Canada,55 to 64 years,Females,Obese,534600
2004,Canada,55 to 64 years,Females,Obese Class I,340700
2004,Canada,55 to 64 years,Females,Obese Class II,111700
2004,Canada,55 to 64 years,Females,Obese Class III,82200
2004,Canada,65 years and over,Both sexes,Total Population,3770400
2004,Canada,65 years and over,Both sexes,Underweight,71900
2004,Canada,65 years and over,Both sexes,Normal Weight,1150700
2004,Canada,65 years and over,Both sexes,Overweight,1637500
2004,Canada,65 years and over,Both sexes,Obese,910300
2004,Canada,65 years and over,Both sexes,Obese Class I,662900
2004,Canada,65 years and over,Both sexes,Obese Class II,179300
2004,Canada,65 years and over,Both sexes,Obese Class III,68100
2004,Canada,65 years and over,Males,Total Population,1710300
2004,Canada,65 years and over,Males,Underweight,20500
2004,Canada,65 years and over,Males,Normal Weight,435500
2004,Canada,65 years and over,Males,Overweight,875500
2004,Canada,65 years and over,Males,Obese,378900
2004,Canada,65 years and over,Males,Obese Class I,289300
2004,Canada,65 years and over,Males,Obese Class II,68500
2004,Canada,65 years and over,Females,Total Population,2060100
2004,Canada,65 years and over,Females,Underweight,51400
2004,Canada,65 years and over,Females,Normal Weight,715200
2004,Canada,65 years and over,Females,Overweight,762000
2004,Canada,65 years and over,Females,Obese,531400
2004,Canada,65 years and over,Females,Obese Class I,373600
2004,Canada,65 years and over,Females,Obese Class II,110800
2004,Canada,65 years and over,Females,Obese Class III,47000
2004,Canada,65 to 74 years,Both sexes,Total Population,2053100
2004,Canada,65 to 74 years,Both sexes,Normal Weight,583400
2004,Canada,65 to 74 years,Both sexes,Overweight,929400
2004,Canada,65 to 74 years,Both sexes,Obese,504700
2004,Canada,65 to 74 years,Both sexes,Obese Class I,368300
2004,Canada,65 to 74 years,Both sexes,Obese Class II,95500
2004,Canada,65 to 74 years,Both sexes,Obese Class III,41000
2004,Canada,65 to 74 years,Males,Total Population,1025400
2004,Canada,65 to 74 years,Males,Normal Weight,226700
2004,Canada,65 to 74 years,Males,Overweight,540000
2004,Canada,65 to 74 years,Males,Obese,246500
2004,Canada,65 to 74 years,Males,Obese Class I,179000
2004,Canada,65 to 74 years,Males,Obese Class II,49400
2004,Canada,65 to 74 years,Females,Total Population,1027700
2004,Canada,65 to 74 years,Females,Normal Weight,356700
2004,Canada,65 to 74 years,Females,Overweight,389400
2004,Canada,65 to 74 years,Females,Obese,258300
2004,Canada,65 to 74 years,Females,Obese Class I,189200
2004,Canada,65 to 74 years,Females,Obese Class II,46100
2004,Canada,65 to 74 years,Females,Obese Class III,23000
2004,Canada,75 years and over,Both sexes,Total Population,1717300
2004,Canada,75 years and over,Both sexes,Underweight,36400
2004,Canada,75 years and over,Both sexes,Normal Weight,567300
2004,Canada,75 years and over,Both sexes,Overweight,708000
2004,Canada,75 years and over,Both sexes,Obese,405600
2004,Canada,75 years and over,Both sexes,Obese Class I,294600
2004,Canada,75 years and over,Both sexes,Obese Class II,83800
2004,Canada,75 years and over,Both sexes,Obese Class III,27100
2004,Canada,75 years and over,Males,Total Population,684900
2004,Canada,75 years and over,Males,Normal Weight,208800
2004,Canada,75 years and over,Males,Overweight,335500
2004,Canada,75 years and over,Males,Obese,132400
2004,Canada,75 years and over,Males,Obese Class I,110300
2004,Canada,75 years and over,Females,Total Population,1032400
2004,Canada,75 years and over,Females,Underweight,28100
2004,Canada,75 years and over,Females,Normal Weight,358500
2004,Canada,75 years and over,Females,Overweight,372600
2004,Canada,75 years and over,Females,Obese,273200
2004,Canada,75 years and over,Females,Obese Class I,184400
2004,Canada,75 years and over,Females,Obese Class II,64700
2004,Canada,75 years and over,Females,Obese Class III,24000
2004,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,Total Population,404900
2004,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,Normal Weight,113900
2004,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,Overweight,150100
2004,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,Obese,137300
2004,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,Obese Class I,88300
2004,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,Obese Class II,38900
2004,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,Obese Class III,10200
2004,Newfoundland and Labrador,"Total, 18 years and over",Males,Total Population,200000
2004,Newfoundland and Labrador,"Total, 18 years and over",Males,Normal Weight,37500
2004,Newfoundland and Labrador,"Total, 18 years and over",Males,Overweight,95100
2004,Newfoundland and Labrador,"Total, 18 years and over",Males,Obese,66600
2004,Newfoundland and Labrador,"Total, 18 years and over",Males,Obese Class I,47300
2004,Newfoundland and Labrador,"Total, 18 years and over",Males,Obese Class II,14100
2004,Newfoundland and Labrador,"Total, 18 years and over",Females,Total Population,204800
2004,Newfoundland and Labrador,"Total, 18 years and over",Females,Normal Weight,76400
2004,Newfoundland and Labrador,"Total, 18 years and over",Females,Overweight,55000
2004,Newfoundland and Labrador,"Total, 18 years and over",Females,Obese,70700
2004,Newfoundland and Labrador,"Total, 18 years and over",Females,Obese Class I,40900
2004,Newfoundland and Labrador,"Total, 18 years and over",Females,Obese Class II,24800
2004,Newfoundland and Labrador,"Total, 18 years and over",Females,Obese Class III,5000
2004,Newfoundland and Labrador,18 to 34 years,Both sexes,Total Population,114800
2004,Newfoundland and Labrador,18 to 34 years,Both sexes,Normal Weight,46700
2004,Newfoundland and Labrador,18 to 34 years,Both sexes,Overweight,34100
2004,Newfoundland and Labrador,18 to 34 years,Both sexes,Obese,31100
2004,Newfoundland and Labrador,18 to 34 years,Both sexes,Obese Class I,19800
2004,Newfoundland and Labrador,18 to 34 years,Males,Total Population,56300
2004,Newfoundland and Labrador,18 to 34 years,Males,Normal Weight,17100
2004,Newfoundland and Labrador,18 to 34 years,Males,Overweight,23900
2004,Newfoundland and Labrador,18 to 34 years,Males,Obese,14400
2004,Newfoundland and Labrador,18 to 34 years,Females,Total Population,58600
2004,Newfoundland and Labrador,18 to 34 years,Females,Normal Weight,29500
2004,Newfoundland and Labrador,18 to 34 years,Females,Overweight,10300
2004,Newfoundland and Labrador,18 to 34 years,Females,Obese,16700
2004,Newfoundland and Labrador,18 to 34 years,Females,Obese Class I,8500
2004,Newfoundland and Labrador,18 to 24 years,Both sexes,Total Population,51500
2004,Newfoundland and Labrador,18 to 24 years,Both sexes,Normal Weight,22600
2004,Newfoundland and Labrador,18 to 24 years,Both sexes,Overweight,13600
2004,Newfoundland and Labrador,18 to 24 years,Both sexes,Obese,12400
2004,Newfoundland and Labrador,18 to 24 years,Males,Total Population,27400
2004,Newfoundland and Labrador,18 to 24 years,Males,Normal Weight,9100
2004,Newfoundland and Labrador,18 to 24 years,Females,Total Population,24100
2004,Newfoundland and Labrador,18 to 24 years,Females,Normal Weight,13500
2004,Newfoundland and Labrador,18 to 19 years,Both sexes,Total Population,16800
2004,Newfoundland and Labrador,18 to 19 years,Both sexes,Normal Weight,8900
2004,Newfoundland and Labrador,18 to 19 years,Males,Total Population,9200
2004,Newfoundland and Labrador,18 to 19 years,Females,Total Population,7600
2004,Newfoundland and Labrador,20 to 24 years,Both sexes,Total Population,34700
2004,Newfoundland and Labrador,20 to 24 years,Both sexes,Normal Weight,13700
2004,Newfoundland and Labrador,20 to 24 years,Both sexes,Overweight,12200
2004,Newfoundland and Labrador,20 to 24 years,Males,Total Population,18200
2004,Newfoundland and Labrador,20 to 24 years,Females,Total Population,16600
2004,Newfoundland and Labrador,20 to 24 years,Females,Normal Weight,9700
2004,Newfoundland and Labrador,25 to 34 years,Both sexes,Total Population,63300
2004,Newfoundland and Labrador,25 to 34 years,Both sexes,Normal Weight,24100
2004,Newfoundland and Labrador,25 to 34 years,Both sexes,Overweight,20500
2004,Newfoundland and Labrador,25 to 34 years,Both sexes,Obese,18700
2004,Newfoundland and Labrador,25 to 34 years,Males,Total Population,28900
2004,Newfoundland and Labrador,25 to 34 years,Males,Overweight,13800
2004,Newfoundland and Labrador,25 to 34 years,Females,Total Population,34400
2004,Newfoundland and Labrador,25 to 34 years,Females,Normal Weight,16000
2004,Newfoundland and Labrador,25 to 34 years,Females,Obese,11700
2004,Newfoundland and Labrador,35 to 44 years,Both sexes,Total Population,94800
2004,Newfoundland and Labrador,35 to 44 years,Both sexes,Normal Weight,19400
2004,Newfoundland and Labrador,35 to 44 years,Both sexes,Overweight,42700
2004,Newfoundland and Labrador,35 to 44 years,Both sexes,Obese,32600
2004,Newfoundland and Labrador,35 to 44 years,Both sexes,Obese Class I,18500
2004,Newfoundland and Labrador,35 to 44 years,Males,Total Population,52500
2004,Newfoundland and Labrador,35 to 44 years,Males,Overweight,29300
2004,Newfoundland and Labrador,35 to 44 years,Males,Obese,14900
2004,Newfoundland and Labrador,35 to 44 years,Females,Total Population,42300
2004,Newfoundland and Labrador,35 to 44 years,Females,Overweight,13500
2004,Newfoundland and Labrador,45 to 64 years,Both sexes,Total Population,130700
2004,Newfoundland and Labrador,45 to 64 years,Both sexes,Normal Weight,30200
2004,Newfoundland and Labrador,45 to 64 years,Both sexes,Overweight,41800
2004,Newfoundland and Labrador,45 to 64 years,Both sexes,Obese,58600
2004,Newfoundland and Labrador,45 to 64 years,Both sexes,Obese Class I,38900
2004,Newfoundland and Labrador,45 to 64 years,Both sexes,Obese Class II,15100
2004,Newfoundland and Labrador,45 to 64 years,Males,Total Population,58100
2004,Newfoundland and Labrador,45 to 64 years,Males,Overweight,24100
2004,Newfoundland and Labrador,45 to 64 years,Males,Obese,28500
2004,Newfoundland and Labrador,45 to 64 years,Males,Obese Class I,19200
2004,Newfoundland and Labrador,45 to 64 years,Females,Total Population,72500
2004,Newfoundland and Labrador,45 to 64 years,Females,Normal Weight,24600
2004,Newfoundland and Labrador,45 to 64 years,Females,Overweight,17700
2004,Newfoundland and Labrador,45 to 64 years,Females,Obese,30100
2004,Newfoundland and Labrador,45 to 64 years,Females,Obese Class I,19700
2004,Newfoundland and Labrador,45 to 64 years,Females,Obese Class II,8600
2004,Newfoundland and Labrador,45 to 54 years,Both sexes,Total Population,75700
2004,Newfoundland and Labrador,45 to 54 years,Both sexes,Normal Weight,18700
2004,Newfoundland and Labrador,45 to 54 years,Both sexes,Overweight,21700
2004,Newfoundland and Labrador,45 to 54 years,Both sexes,Obese,35200
2004,Newfoundland and Labrador,45 to 54 years,Both sexes,Obese Class I,25000
2004,Newfoundland and Labrador,45 to 54 years,Males,Total Population,36600
2004,Newfoundland and Labrador,45 to 54 years,Males,Overweight,14800
2004,Newfoundland and Labrador,45 to 54 years,Males,Obese,20200
2004,Newfoundland and Labrador,45 to 54 years,Males,Obese Class I,15000
2004,Newfoundland and Labrador,45 to 54 years,Females,Total Population,39100
2004,Newfoundland and Labrador,45 to 54 years,Females,Normal Weight,17100
2004,Newfoundland and Labrador,45 to 54 years,Females,Obese,15000
2004,Newfoundland and Labrador,55 to 64 years,Both sexes,Total Population,55000
2004,Newfoundland and Labrador,55 to 64 years,Both sexes,Normal Weight,11500
2004,Newfoundland and Labrador,55 to 64 years,Both sexes,Overweight,20000
2004,Newfoundland and Labrador,55 to 64 years,Both sexes,Obese,23400
2004,Newfoundland and Labrador,55 to 64 years,Both sexes,Obese Class I,13900
2004,Newfoundland and Labrador,55 to 64 years,Both sexes,Obese Class II,6400
2004,Newfoundland and Labrador,55 to 64 years,Males,Total Population,21600
2004,Newfoundland and Labrador,55 to 64 years,Males,Overweight,9300
2004,Newfoundland and Labrador,55 to 64 years,Males,Obese,8300
2004,Newfoundland and Labrador,55 to 64 years,Males,Obese Class I,4200
2004,Newfoundland and Labrador,55 to 64 years,Females,Total Population,33500
2004,Newfoundland and Labrador,55 to 64 years,Females,Overweight,10800
2004,Newfoundland and Labrador,55 to 64 years,Females,Obese,15100
2004,Newfoundland and Labrador,65 years and over,Both sexes,Total Population,64600
2004,Newfoundland and Labrador,65 years and over,Both sexes,Normal Weight,17600
2004,Newfoundland and Labrador,65 years and over,Both sexes,Overweight,31500
2004,Newfoundland and Labrador,65 years and over,Both sexes,Obese,14900
2004,Newfoundland and Labrador,65 years and over,Both sexes,Obese Class I,11000
2004,Newfoundland and Labrador,65 years and over,Males,Total Population,33100
2004,Newfoundland and Labrador,65 years and over,Males,Normal Weight,6400
2004,Newfoundland and Labrador,65 years and over,Males,Overweight,17900
2004,Newfoundland and Labrador,65 years and over,Males,Obese,8700
2004,Newfoundland and Labrador,65 years and over,Males,Obese Class I,6500
2004,Newfoundland and Labrador,65 years and over,Females,Total Population,31400
2004,Newfoundland and Labrador,65 years and over,Females,Normal Weight,11100
2004,Newfoundland and Labrador,65 years and over,Females,Overweight,13600
2004,Newfoundland and Labrador,65 years and over,Females,Obese,6200
2004,Newfoundland and Labrador,65 years and over,Females,Obese Class I,4500
2004,Newfoundland and Labrador,65 to 74 years,Both sexes,Total Population,42800
2004,Newfoundland and Labrador,65 to 74 years,Both sexes,Normal Weight,12700
2004,Newfoundland and Labrador,65 to 74 years,Both sexes,Overweight,20100
2004,Newfoundland and Labrador,65 to 74 years,Both sexes,Obese,10000
2004,Newfoundland and Labrador,65 to 74 years,Both sexes,Obese Class I,7800
2004,Newfoundland and Labrador,65 to 74 years,Males,Total Population,23400
2004,Newfoundland and Labrador,65 to 74 years,Males,Normal Weight,4600
2004,Newfoundland and Labrador,65 to 74 years,Males,Overweight,13100
2004,Newfoundland and Labrador,65 to 74 years,Males,Obese,5700
2004,Newfoundland and Labrador,65 to 74 years,Females,Total Population,19400
2004,Newfoundland and Labrador,65 to 74 years,Females,Normal Weight,8000
2004,Newfoundland and Labrador,65 to 74 years,Females,Overweight,7000
2004,Newfoundland and Labrador,65 to 74 years,Females,Obese,4300
2004,Newfoundland and Labrador,75 years and over,Both sexes,Total Population,21800
2004,Newfoundland and Labrador,75 years and over,Both sexes,Normal Weight,4900
2004,Newfoundland and Labrador,75 years and over,Both sexes,Overweight,11400
2004,Newfoundland and Labrador,75 years and over,Both sexes,Obese,5000
2004,Newfoundland and Labrador,75 years and over,Both sexes,Obese Class I,3200
2004,Newfoundland and Labrador,75 years and over,Males,Total Population,9700
2004,Newfoundland and Labrador,75 years and over,Males,Overweight,4900
2004,Newfoundland and Labrador,75 years and over,Females,Total Population,12000
2004,Newfoundland and Labrador,75 years and over,Females,Normal Weight,3100
2004,Newfoundland and Labrador,75 years and over,Females,Overweight,6500
2004,Prince Edward Island,"Total, 18 years and over",Both sexes,Total Population,103600
2004,Prince Edward Island,"Total, 18 years and over",Both sexes,Normal Weight,33700
2004,Prince Edward Island,"Total, 18 years and over",Both sexes,Overweight,41600
2004,Prince Edward Island,"Total, 18 years and over",Both sexes,Obese,27300
2004,Prince Edward Island,"Total, 18 years and over",Both sexes,Obese Class I,17500
2004,Prince Edward Island,"Total, 18 years and over",Both sexes,Obese Class II,6300
2004,Prince Edward Island,"Total, 18 years and over",Both sexes,Obese Class III,3500
2004,Prince Edward Island,"Total, 18 years and over",Males,Total Population,50300
2004,Prince Edward Island,"Total, 18 years and over",Males,Normal Weight,13800
2004,Prince Edward Island,"Total, 18 years and over",Males,Overweight,25100
2004,Prince Edward Island,"Total, 18 years and over",Males,Obese,11100
2004,Prince Edward Island,"Total, 18 years and over",Males,Obese Class I,8200
2004,Prince Edward Island,"Total, 18 years and over",Females,Total Population,53400
2004,Prince Edward Island,"Total, 18 years and over",Females,Normal Weight,19800
2004,Prince Edward Island,"Total, 18 years and over",Females,Overweight,16600
2004,Prince Edward Island,"Total, 18 years and over",Females,Obese,16200
2004,Prince Edward Island,"Total, 18 years and over",Females,Obese Class I,9300
2004,Prince Edward Island,"Total, 18 years and over",Females,Obese Class II,4500
2004,Prince Edward Island,18 to 34 years,Both sexes,Total Population,29200
2004,Prince Edward Island,18 to 34 years,Both sexes,Normal Weight,14800
2004,Prince Edward Island,18 to 34 years,Both sexes,Overweight,7400
2004,Prince Edward Island,18 to 34 years,Both sexes,Obese,6500
2004,Prince Edward Island,18 to 34 years,Both sexes,Obese Class I,4100
2004,Prince Edward Island,18 to 34 years,Males,Total Population,13900
2004,Prince Edward Island,18 to 34 years,Males,Normal Weight,7100
2004,Prince Edward Island,18 to 34 years,Males,Overweight,4400
2004,Prince Edward Island,18 to 34 years,Females,Total Population,15300
2004,Prince Edward Island,18 to 34 years,Females,Normal Weight,7700
